ORD.,SIGA,GRUPO,GRUPO MATERIAL/SERVIÇO,CLASSE,CLASSE MATERIAL/SERVIÇO,"Nº TOMBO
ANTERIOR",ORIGEM anterior,"Nº TOMBO
ATUAL",ORIGEM ATUAL,NED,NF,VALOR,DESCRIÇÃO DO MATERIAL ( SISTEMA),DESCRIÇÃO RESUMIDA,QUANTIDADE,SITUAÇÃO,GALPÃO,ESTOQUE,SAÍDA,SALDO
240,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46458,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
241,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46459,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
242,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46462,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
243,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46463,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
244,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46465,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
245,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46466,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
246,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46467,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
247,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46468,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
248,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46470,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
249,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46472,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
250,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46473,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
251,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46474,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
252,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46503,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
253,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46505,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
254,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46506,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
255,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46507,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
256,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46509,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
257,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46510,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
258,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46511,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
259,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46512,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
260,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46513,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
261,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46397,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
262,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,48423,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
263,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,48267,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
264,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,48289,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
265,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46085,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
266,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46112,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
267,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46203,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
268,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46077,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
269,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46102,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
270,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46087,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
271,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46451,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
272,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46217,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
273,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46207,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
274,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46461,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
275,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46091,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
276,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46239,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
277,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46100,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
278,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46460,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
279,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46279,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
280,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46423,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
281,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46212,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
282,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46240,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
283,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,SEM TOMBO,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
284,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46508,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
285,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46464,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
286,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46414,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
287,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46330,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
288,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,SEM TOMBO,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
289,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,SEM TOMBO,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
290,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46288,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
291,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46471,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
292,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46222,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
293,836687,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46296,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
294,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46514,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,1,0
295,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,46937,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
296,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,SEM TOMBO,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
297,713094,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,SEM TOMBO,STDS,,,2783,,"R$ 17,50","CADEIRA PLASTICA, SEM BRACO, MONOBLOCO DE POLIPROPILENO, CAPACIDADE 154 KG, EMBALAGEM 1.0 UNIDADE",CADEIRA POLIPROPILENO SEM BRAÇO,1,BOM,SEAS,1,0,1
298,724595,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,49916,STDS,,,2783,,"R$ 17,50","ARMARIO, MODULADO, 16 PORTAS, FECHADURA E CHAVES, PRATELEIRAS EM CHAPA ZINCADA, UNIDADE 1.0 UNIDADE",ARMÁRIO DE AÇO 16 PORTAS,1,BOM,SEAS,1,0,1
299,\,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,49915,STDS,,,2783,,"R$ 17,50","ARMARIO, MODULADO, 16 PORTAS, FECHADURA E CHAVES, PRATELEIRAS EM CHAPA ZINCADA, UNIDADE 1.0 UNIDADE",ARMÁRIO DE AÇO 16 PORTAS,1,BOM,SEAS,1,0,1
300,724595,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,49914,STDS,,,2783,,"R$ 17,50","ARMARIO, MODULADO, 16 PORTAS, FECHADURA E CHAVES, PRATELEIRAS EM CHAPA ZINCADA, UNIDADE 1.0 UNIDADE",ARMÁRIO DE AÇO 16 PORTAS,1,BOM,SEAS,1,0,1
301,724595,71, MOBILIÁRIOS EM GERAL,26,MOBILIÁRIOS DIVERSOS,49912,STDS,,,3044,,"R$ 650,00","ARMARIO, MODULADO, 16 PORTAS, FECHADURA E CHAVES, PRATELEIRAS EM CHAPA ZINCADA, UNIDADE 1.0 UNIDADE",ARMÁRIO DE AÇO 16 PORTAS,1,BOM,SEAS,1,0,1
302,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49937,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
303,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49938,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
304,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49939,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
305,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49940,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
306,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49941,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
307,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49942,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
308,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49943,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
309,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49944,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
310,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49945,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
311,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49946,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
312,322881,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49947,STDS,,,3044,,"R$ 210,00","ESTANTE DE ACO, ABERTA, 06 PRATELEIRAS DESMONTAVEL, EMBALAGEM 1.0 UNIDADE",ESTANTE DE AÇO VAZADA,1,BOM,SEAS,1,0,1
313,214159,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49839,STDS,,,3042,,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,1,0,1
314,214159,71, MOBILIÁRIOS EM GERAL,5,MOBILIÁRIO DE ESCRITÓRIO,49840,STDS,,,3042,,"R$ 390,00","ARMARIO, CHAPA ACO, 02 PORTAS, 04 PRATELEIRAS, FECHADURA 02 CHAVES, EMBALAGEM 1.0 UNIDADE",ARMÁRIO DE AÇO 2 PORTAS,1,BOM,SEAS,1,0,1
